Test signal = /testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.wcwp
3226090000 >> Error detected...
3226815000 >> Error detected...
3227140000 >> Error detected...
3227940000 >> Error detected...
3228540000 >> Error detected...
3229165000 >> Error detected...
3229690000 >> Error detected...
3230465000 >> Error detected...
3230840000 >> Error detected...
3231690000 >> Error detected...
3232265000 >> Error detected...
3232540000 >> Error detected...
3233040000 >> Error detected...
3233615000 >> Error detected...
3233965000 >> Error detected...
3234790000 >> Error detected...
3235090000 >> Error detected...
3235415000 >> Error detected...
3236015000 >> Error detected...
3236340000 >> Error detected...
3236640000 >> Error detected...
3236940000 >> Error detected...
3237290000 >> Error detected...
3237890000 >> Error detected...
3238740000 >> Error detected...
3239490000 >> Error detected...
3239765000 >> Error detected...
3240115000 >> Error detected...
3240690000 >> Error detected...
3241040000 >> Error detected...
3241815000 >> Error detected...
3242390000 >> Error detected...
3242990000 >> Error detected...
3243565000 >> Error detected...
3244140000 >> Error detected...
3244440000 >> Error detected...
3245065000 >> Error detected...
3245465000 >> Error detected...
3246215000 >> Error detected...
3246790000 >> Error detected...
3247065000 >> Error detected...
3247640000 >> Error detected...
3247965000 >> Error detected...
3248765000 >> Error detected...
3249340000 >> Error detected...
3249665000 >> Error detected...
3250240000 >> Error detected...
3250815000 >> Error detected...
3251090000 >> Error detected...
3251665000 >> Error detected...
3252165000 >> Error detected...
3252965000 >> Error detected...
3253565000 >> Error detected...
3254190000 >> Error detected...
3254715000 >> Error detected...
3255490000 >> Error detected...
3255865000 >> Error detected...
3256715000 >> Error detected...
3257290000 >> Error detected...
3257565000 >> Error detected...
3257915000 >> Error detected...
3258665000 >> Error detected...
3259015000 >> Error detected...
3259790000 >> Error detected...
3260365000 >> Error detected...
3260965000 >> Error detected...
3261540000 >> Error detected...
3262115000 >> Error detected...
3262415000 >> Error detected...
3263040000 >> Error detected...
3263440000 >> Error detected...
3264015000 >> Error detected...
3264590000 >> Error detected...
3265015000 >> Error detected...
3265590000 >> Error detected...
3265915000 >> Error detected...
3266715000 >> Error detected...
3267290000 >> Error detected...
3267615000 >> Error detected...
3268190000 >> Error detected...
3268765000 >> Error detected...
3269040000 >> Error detected...
3269615000 >> Error detected...
3269940000 >> Error detected...
3270740000 >> Error detected...
3271515000 >> Error detected...
3272140000 >> Error detected...
3272665000 >> Error detected...
3273440000 >> Error detected...
3273815000 >> Error detected...
3274665000 >> Error detected...
3275240000 >> Error detected...
3275515000 >> Error detected...
3275865000 >> Error detected...
3276440000 >> Error detected...
3276790000 >> Error detected...
3277740000 >> Error detected...
3278315000 >> Error detected...
3278915000 >> Error detected...
3279490000 >> Error detected...
3280065000 >> Error detected...
3280365000 >> Error detected...
3280990000 >> Error detected...
3281390000 >> Error detected...
3281965000 >> Error detected...
3282540000 >> Error detected...
3282815000 >> Error detected...
3283390000 >> Error detected...
3283715000 >> Error detected...
3284690000 >> Error detected...
3285265000 >> Error detected...
3285590000 >> Error detected...
3286165000 >> Error detected...
3286740000 >> Error detected...
3287015000 >> Error detected...
3287590000 >> Error detected...
3287915000 >> Error detected...
3288715000 >> Error detected...
3289315000 >> Error detected...
3289940000 >> Error detected...
3290640000 >> Error detected...
3291415000 >> Error detected...
3291790000 >> Error detected...
3292640000 >> Error detected...
3293215000 >> Error detected...
3293490000 >> Error detected...
3293840000 >> Error detected...
3294415000 >> Error detected...
3294765000 >> Error detected...
3295540000 >> Error detected...
3296115000 >> Error detected...
3296890000 >> Error detected...
3297465000 >> Error detected...
3298040000 >> Error detected...
3298340000 >> Error detected...
3298965000 >> Error detected...
3299365000 >> Error detected...
3299940000 >> Error detected...
3300515000 >> Error detected...
3300790000 >> Error detected...
3301365000 >> Error detected...
3301690000 >> Error detected...
3302490000 >> Error detected...
3303240000 >> Error detected...
3303565000 >> Error detected...
3304140000 >> Error detected...
3304715000 >> Error detected...
3304990000 >> Error detected...
3305565000 >> Error detected...
3305890000 >> Error detected...
3306690000 >> Error detected...
3307290000 >> Error detected...
3307915000 >> Error detected...
3308440000 >> Error detected...
3309215000 >> Error detected...
3309765000 >> Error detected...
3310615000 >> Error detected...
3311190000 >> Error detected...
3311465000 >> Error detected...
3311815000 >> Error detected...
3312390000 >> Error detected...
3312740000 >> Error detected...
3313515000 >> Error detected...
3314090000 >> Error detected...
3314690000 >> Error detected...
3315265000 >> Error detected...
3316015000 >> Error detected...
3316315000 >> Error detected...
3316940000 >> Error detected...
3317340000 >> Error detected...
3317915000 >> Error detected...
3318490000 >> Error detected...
3318765000 >> Error detected...
3319340000 >> Error detected...
3319665000 >> Error detected...
3320465000 >> Error detected...
3321040000 >> Error detected...
3321365000 >> Error detected...
3321940000 >> Error detected...
3322690000 >> Error detected...
3322965000 >> Error detected...
3323540000 >> Error detected...
3323865000 >> Error detected...
3324665000 >> Error detected...
3325265000 >> Error detected...
3325890000 >> Error detected...
3326415000 >> Error detected...
3327190000 >> Error detected...
3327565000 >> Error detected...
3328415000 >> Error detected...
3329140000 >> Error detected...
3329415000 >> Error detected...
3329765000 >> Error detected...
3330340000 >> Error detected...
3330690000 >> Error detected...
3331515000 >> Error detected...
3331815000 >> Error detected...
3332140000 >> Error detected...
3332740000 >> Error detected...
3333065000 >> Error detected...
3333365000 >> Error detected...
3333665000 >> Error detected...
3334015000 >> Error detected...
3334615000 >> Error detected...
3335640000 >> Error detected...
3336215000 >> Error detected...
3336490000 >> Error detected...
3336840000 >> Error detected...
3337415000 >> Error detected...
3337765000 >> Error detected...
3338540000 >> Error detected...
3339115000 >> Error detected...
3339715000 >> Error detected...
3340290000 >> Error detected...
3340865000 >> Error detected...
3341165000 >> Error detected...
3341965000 >> Error detected...
3342365000 >> Error detected...
3342940000 >> Error detected...
3343515000 >> Error detected...
3343790000 >> Error detected...
3344365000 >> Error detected...
3344690000 >> Error detected...
3345490000 >> Error detected...
3346065000 >> Error detected...
3346390000 >> Error detected...
3346965000 >> Error detected...
3347540000 >> Error detected...
3347815000 >> Error detected...
3348540000 >> Error detected...
3348865000 >> Error detected...
3349665000 >> Error detected...
3350265000 >> Error detected...
3350890000 >> Error detected...
3351415000 >> Error detected...
3352190000 >> Error detected...
3352565000 >> Error detected...
3353415000 >> Error detected...
3353990000 >> Error detected...
3354415000 >> Error detected...
3354765000 >> Error detected...
3355340000 >> Error detected...
3355690000 >> Error detected...
3356465000 >> Error detected...
3357040000 >> Error detected...
3357640000 >> Error detected...
3358215000 >> Error detected...
3358790000 >> Error detected...
3359090000 >> Error detected...
3359715000 >> Error detected...
3360115000 >> Error detected...
3360865000 >> Error detected...
3361440000 >> Error detected...
3361715000 >> Error detected...
3362290000 >> Error detected...
3362615000 >> Error detected...
3363415000 >> Error detected...
3363990000 >> Error detected...
3364315000 >> Error detected...
3364890000 >> Error detected...
3365465000 >> Error detected...
3365740000 >> Error detected...
3366315000 >> Error detected...
3366640000 >> Error detected...
3367615000 >> Error detected...
3368215000 >> Error detected...
3368840000 >> Error detected...
3369365000 >> Error detected...
3370140000 >> Error detected...
3370515000 >> Error detected...
3371365000 >> Error detected...
3371940000 >> Error detected...
3372215000 >> Error detected...
3372565000 >> Error detected...
3373140000 >> Error detected...
3373490000 >> Error detected...
3374440000 >> Error detected...
3375015000 >> Error detected...
3375615000 >> Error detected...
3376190000 >> Error detected...
3376765000 >> Error detected...
3377065000 >> Error detected...
3377690000 >> Error detected...
3378090000 >> Error detected...
3378665000 >> Error detected...
3379240000 >> Error detected...
3379515000 >> Error detected...
3380265000 >> Error detected...
3380590000 >> Error detected...
3381390000 >> Error detected...
3381965000 >> Error detected...
3382290000 >> Error detected...
3382865000 >> Error detected...
3383440000 >> Error detected...
3383715000 >> Error detected...
3384290000 >> Error detected...
3384615000 >> Error detected...
3385415000 >> Error detected...
3386015000 >> Error detected...
3386790000 >> Error detected...
3387315000 >> Error detected...
3388090000 >> Error detected...
3388465000 >> Error detected...
3389315000 >> Error detected...
3389890000 >> Error detected...
3390165000 >> Error detected...
3390515000 >> Error detected...
3391090000 >> Error detected...
3391440000 >> Error detected...
3392215000 >> Error detected...
3392965000 >> Error detected...
3393565000 >> Error detected...
3394140000 >> Error detected...
3394715000 >> Error detected...
3395015000 >> Error detected...
3395640000 >> Error detected...
3396040000 >> Error detected...
3396615000 >> Error detected...
3397190000 >> Error detected...
3397465000 >> Error detected...
3398040000 >> Error detected...
3398365000 >> Error detected...
3399340000 >> Error detected...
3399915000 >> Error detected...
3400240000 >> Error detected...
3400815000 >> Error detected...
3401390000 >> Error detected...
3401665000 >> Error detected...
3402240000 >> Error detected...
3402565000 >> Error detected...
3403365000 >> Error detected...
3403965000 >> Error detected...
3404590000 >> Error detected...
3405115000 >> Error detected...
3406065000 >> Error detected...
3406440000 >> Error detected...
3407290000 >> Error detected...
3407865000 >> Error detected...
3408140000 >> Error detected...
3408490000 >> Error detected...
3409065000 >> Error detected...
3409415000 >> Error detected...
3410240000 >> Error detected...
3410540000 >> Error detected...
3410865000 >> Error detected...
3411465000 >> Error detected...
3411790000 >> Error detected...
3412265000 >> Error detected...
3412565000 >> Error detected...
3412915000 >> Error detected...
3413515000 >> Error detected...
3414365000 >> Error detected...
3414940000 >> Error detected...
3415215000 >> Error detected...
3415565000 >> Error detected...
3416140000 >> Error detected...
3416490000 >> Error detected...
3417265000 >> Error detected...
3417840000 >> Error detected...
3418615000 >> Error detected...
3419190000 >> Error detected...
3419765000 >> Error detected...
3420065000 >> Error detected...
3420690000 >> Error detected...
3421090000 >> Error detected...
3421665000 >> Error detected...
3422240000 >> Error detected...
3422515000 >> Error detected...
3423090000 >> Error detected...
3423415000 >> Error detected...
3424215000 >> Error detected...
3424965000 >> Error detected...
3425290000 >> Error detected...
3425865000 >> Error detected...
3426440000 >> Error detected...
3426715000 >> Error detected...
3427290000 >> Error detected...
3427615000 >> Error detected...
3428415000 >> Error detected...
3429015000 >> Error detected...
3429640000 >> Error detected...
3430165000 >> Error detected...
3430940000 >> Error detected...
3431490000 >> Error detected...
3432340000 >> Error detected...
3432915000 >> Error detected...
3433190000 >> Error detected...
3433540000 >> Error detected...
3434115000 >> Error detected...
3434465000 >> Error detected...
3435240000 >> Error detected...
3435815000 >> Error detected...
3436415000 >> Error detected...
3436990000 >> Error detected...
3437740000 >> Error detected...
3438040000 >> Error detected...
3438665000 >> Error detected...
3439065000 >> Error detected...
3439640000 >> Error detected...
3440215000 >> Error detected...
3440490000 >> Error detected...
3441065000 >> Error detected...
3441390000 >> Error detected...
3442190000 >> Error detected...
3442765000 >> Error detected...
3443090000 >> Error detected...
3443665000 >> Error detected...
3444415000 >> Error detected...
3444690000 >> Error detected...
3445265000 >> Error detected...
3445590000 >> Error detected...
3446390000 >> Error detected...
3446990000 >> Error detected...
3447615000 >> Error detected...
3448140000 >> Error detected...
3448915000 >> Error detected...
3449290000 >> Error detected...
3450140000 >> Error detected...
3450865000 >> Error detected...
3451140000 >> Error detected...
3451490000 >> Error detected...
3452065000 >> Error detected...
3452415000 >> Error detected...
3453190000 >> Error detected...
3453765000 >> Error detected...
3454365000 >> Error detected...
3454940000 >> Error detected...
3455515000 >> Error detected...
3455815000 >> Error detected...
3456440000 >> Error detected...
3456965000 >> Error detected...
3457540000 >> Error detected...
3458115000 >> Error detected...
3458390000 >> Error detected...
3458965000 >> Error detected...
3459290000 >> Error detected...
3460090000 >> Error detected...
3460665000 >> Error detected...
3460990000 >> Error detected...
3461565000 >> Error detected...
3462140000 >> Error detected...
3462415000 >> Error detected...
3462990000 >> Error detected...
3463490000 >> Error detected...
3464290000 >> Error detected...
3464890000 >> Error detected...
3465515000 >> Error detected...
3466040000 >> Error detected...
3466815000 >> Error detected...
3467190000 >> Error detected...
3468040000 >> Error detected...
3468615000 >> Error detected...
3468890000 >> Error detected...
3469240000 >> Error detected...
3469990000 >> Error detected...
3470340000 >> Error detected...
3471165000 >> Error detected...
3471465000 >> Error detected...
3471790000 >> Error detected...
3472390000 >> Error detected...
3472715000 >> Error detected...
3473015000 >> Error detected...
3473315000 >> Error detected...
3473665000 >> Error detected...
3474265000 >> Error detected...
3475115000 >> Error detected...
3475690000 >> Error detected...
3476115000 >> Error detected...
3476465000 >> Error detected...
3477040000 >> Error detected...
3477390000 >> Error detected...
3478165000 >> Error detected...
3478740000 >> Error detected...
3479340000 >> Error detected...
3479915000 >> Error detected...
3480490000 >> Error detected...
3480790000 >> Error detected...
3481415000 >> Error detected...
3481815000 >> Error detected...
3482565000 >> Error detected...
3483140000 >> Error detected...
3483415000 >> Error detected...
3483990000 >> Error detected...
3484315000 >> Error detected...
3485115000 >> Error detected...
3485690000 >> Error detected...
3486015000 >> Error detected...
3486590000 >> Error detected...
3487165000 >> Error detected...
3487440000 >> Error detected...
3488015000 >> Error detected...
3488340000 >> Error detected...
3489315000 >> Error detected...
3489915000 >> Error detected...
3490540000 >> Error detected...
3491065000 >> Error detected...
3491840000 >> Error detected...
3492215000 >> Error detected...
3493065000 >> Error detected...
3493640000 >> Error detected...
3493915000 >> Error detected...
3494265000 >> Error detected...
3494840000 >> Error detected...
3495365000 >> Error detected...
3496140000 >> Error detected...
3496715000 >> Error detected...
3497315000 >> Error detected...
3497890000 >> Error detected...
3498465000 >> Error detected...
3498765000 >> Error detected...
3499390000 >> Error detected...
3499790000 >> Error detected...
3500365000 >> Error detected...
3500940000 >> Error detected...
3501215000 >> Error detected...
3501940000 >> Error detected...
3502265000 >> Error detected...
3503065000 >> Error detected...
3503640000 >> Error detected...
3503965000 >> Error detected...
3504540000 >> Error detected...
3505115000 >> Error detected...
3505390000 >> Error detected...
3505965000 >> Error detected...
3506290000 >> Error detected...
3507090000 >> Error detected...
3507690000 >> Error detected...
3508465000 >> Error detected...
3508990000 >> Error detected...
3509765000 >> Error detected...
3510140000 >> Error detected...
3510990000 >> Error detected...
3511565000 >> Error detected...
3511840000 >> Error detected...
3512190000 >> Error detected...
3512765000 >> Error detected...
3513115000 >> Error detected...
3513940000 >> Error detected...
3514240000 >> Error detected...
3514740000 >> Error detected...
3515340000 >> Error detected...
3515665000 >> Error detected...
3515965000 >> Error detected...
3516265000 >> Error detected...
3516615000 >> Error detected...
3517215000 >> Error detected...
3518065000 >> Error detected...
3518640000 >> Error detected...
3518915000 >> Error detected...
3519265000 >> Error detected...
3519840000 >> Error detected...
3520190000 >> Error detected...
3521140000 >> Error detected...
3521715000 >> Error detected...
3522315000 >> Error detected...
3522890000 >> Error detected...
3523465000 >> Error detected...
3523765000 >> Error detected...
3524390000 >> Error detected...
3524790000 >> Error detected...
3525365000 >> Error detected...
3525940000 >> Error detected...
3526215000 >> Error detected...
3526790000 >> Error detected...
3527290000 >> Error detected...
3528090000 >> Error detected...
3528665000 >> Error detected...
3528990000 >> Error detected...
3529565000 >> Error detected...
3530140000 >> Error detected...
3530415000 >> Error detected...
3530990000 >> Error detected...
3531315000 >> Error detected...
3532115000 >> Error detected...
3532715000 >> Error detected...
3533340000 >> Error detected...
3534040000 >> Error detected...
3534815000 >> Error detected...
3535190000 >> Error detected...
3536040000 >> Error detected...
3536615000 >> Error detected...
3536890000 >> Error detected...
3537240000 >> Error detected...
3537815000 >> Error detected...
3538165000 >> Error detected...
3538990000 >> Error detected...
3539290000 >> Error detected...
3539615000 >> Error detected...
3540390000 >> Error detected...
3540715000 >> Error detected...
3541015000 >> Error detected...
3541315000 >> Error detected...
3541665000 >> Error detected...
3542265000 >> Error detected...
3543115000 >> Error detected...
3543690000 >> Error detected...
3543965000 >> Error detected...
3544315000 >> Error detected...
3544890000 >> Error detected...
3545240000 >> Error detected...
3546065000 >> Error detected...
3546515000 >> Error detected...
3546840000 >> Error detected...
3622265000 >> iteration no: 3
4634040000 >> iteration no: 4
5645715000 >> prog fin.
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.wreg:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.irqen:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.icc:1000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ticc:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.step:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.irqen2:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.pc:UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexpl:{{00000000000000000000000000000000} {00} {0} 0 0 {0000000000000000000} 0 0 0 0 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.mexc:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.aw:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.ctrl:{{UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU00} {00000000000000000000000000000000} {00} {10000000} {000000} 0 1 0 0 0 0 0 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.divstart:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.shleft:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.bp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.twcwp:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.jmpl:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.casa:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.werr:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.su:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.et:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ldcheck1:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.stwin:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ldcheck2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.intack:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.ctrl:{{UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU00} {00000000000000000000000000000000} {00} {10000000} {000000} 0 1 0 0 0 1 0 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.cwp:110
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.sari:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.paw:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.aw:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.awp:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.ctrl:{{UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU00} {00000000000000000000000000000000} {00} {10000000} {000000} 0 1 0 0 0 1 0 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.rexnalign:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.su:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.wcwp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.divrdy:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.cwp:110
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.except:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.nerror:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.bpimiss:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.nobp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexcnt:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.s:{{110} {1000} {00000010} {01000000000000000000} {00000010} {0000} 0 0 1 1 0 {00000000000000000000000000000000} {UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU} 1 0 0 1 1 1 0 0 {000} {000} {111}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.pv:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ldchkra:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rfa1:10000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rfa2:10000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.imm:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.wa:00000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.casaz:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.dci:{0 0 1 0 0 0 {10} {UUUUUUUU}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.mac:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.divz:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.inst:{{00000000000000000000000000000000}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.rfe1:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.wovf:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.rfe2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.op1:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.nalign:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.op2:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexen:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ctrl:{{UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU00} {00000000000000000000000000000000} {00} {10000000} {000000} 0 1 0 0 0 0 0 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.ipend:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.ldbp1:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.aluadd:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.set:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.inull:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.ldbp2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.cnt:00
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.su:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.et:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.mul:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.alusel:11
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.aw:U
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.mac:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.decill:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.icc:1000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.result:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.bp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rs1:00000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.jmpl:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rsel1:101
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.y:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rsel2:101
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.awp:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.paw:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.data:{{00000000000000000000000000000000}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.mul:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.rd:UUUUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.invop2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.wawp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.cwpmax:111
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.f.branch:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.pcheld:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.dci:{0 0 1 0 0 0 {10} {UUUUUUUU}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.paw:U
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.awp:UUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.shcnt:00000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.result:UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.mac:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.y:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.cwp:110
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.laddr:00
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.mulstep:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.ymsb:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexbuf:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.npc:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.f.pc:UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.annul:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.rstate:dsu2
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.set:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.result:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.icc:UUUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.getpc:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ldchkex:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.mexc:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.mulstart:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexpos:10
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.annul_all:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.aluop:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.debug:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rfe1:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.step:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rfe2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.alucin:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.wunf:0
======================================
progstatus: 1
execerr: 1663
latent: 1
program execution success!
total iterations: 5
>>>>>>>>>>>>>>> 5645715000
======================================
