Test signal = /testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.f.pc
5337590000 >> Error detected...
5338190000 >> Error detected...
5338940000 >> Error detected...
5339515000 >> Error detected...
5339815000 >> Error detected...
5340440000 >> Error detected...
5340840000 >> Error detected...
5341415000 >> Error detected...
5341990000 >> Error detected...
5342265000 >> Error detected...
5342840000 >> Error detected...
5343165000 >> Error detected...
5343965000 >> Error detected...
5344540000 >> Error detected...
5345040000 >> Error detected...
5345615000 >> Error detected...
5346190000 >> Error detected...
5346465000 >> Error detected...
5347040000 >> Error detected...
5347365000 >> Error detected...
5348165000 >> Error detected...
5348765000 >> Error detected...
5349390000 >> Error detected...
5349915000 >> Error detected...
5350690000 >> Error detected...
5351065000 >> Error detected...
5352090000 >> Error detected...
5352665000 >> Error detected...
5352940000 >> Error detected...
5353290000 >> Error detected...
5353865000 >> Error detected...
5354215000 >> Error detected...
5355040000 >> Error detected...
5355340000 >> Error detected...
5355665000 >> Error detected...
5356265000 >> Error detected...
5356590000 >> Error detected...
5356890000 >> Error detected...
5357190000 >> Error detected...
5357690000 >> Error detected...
5358290000 >> Error detected...
5359140000 >> Error detected...
5359715000 >> Error detected...
5359990000 >> Error detected...
5360340000 >> Error detected...
5360915000 >> Error detected...
5361265000 >> Error detected...
5362040000 >> Error detected...
5362615000 >> Error detected...
5363215000 >> Error detected...
5363790000 >> Error detected...
5364540000 >> Error detected...
5364840000 >> Error detected...
5365465000 >> Error detected...
5365865000 >> Error detected...
5366440000 >> Error detected...
5367015000 >> Error detected...
5367290000 >> Error detected...
5367865000 >> Error detected...
5368190000 >> Error detected...
5368990000 >> Error detected...
5369565000 >> Error detected...
5369890000 >> Error detected...
5370640000 >> Error detected...
5371215000 >> Error detected...
5371490000 >> Error detected...
5372065000 >> Error detected...
5372390000 >> Error detected...
5373190000 >> Error detected...
5373790000 >> Error detected...
5374415000 >> Error detected...
5374940000 >> Error detected...
5375715000 >> Error detected...
5376090000 >> Error detected...
5377115000 >> Error detected...
5377690000 >> Error detected...
5377965000 >> Error detected...
5378315000 >> Error detected...
5378890000 >> Error detected...
5379240000 >> Error detected...
5380015000 >> Error detected...
5380590000 >> Error detected...
5381190000 >> Error detected...
5381765000 >> Error detected...
5382340000 >> Error detected...
5382640000 >> Error detected...
5383440000 >> Error detected...
5383840000 >> Error detected...
5384415000 >> Error detected...
5384990000 >> Error detected...
5385265000 >> Error detected...
5385840000 >> Error detected...
5386165000 >> Error detected...
5386965000 >> Error detected...
5387540000 >> Error detected...
5387865000 >> Error detected...
5388440000 >> Error detected...
5389015000 >> Error detected...
5389290000 >> Error detected...
5390015000 >> Error detected...
5390340000 >> Error detected...
5391140000 >> Error detected...
5391740000 >> Error detected...
5392365000 >> Error detected...
5392890000 >> Error detected...
5393665000 >> Error detected...
5394040000 >> Error detected...
5394890000 >> Error detected...
5395465000 >> Error detected...
5395740000 >> Error detected...
5396240000 >> Error detected...
5396815000 >> Error detected...
5397165000 >> Error detected...
5397940000 >> Error detected...
5398515000 >> Error detected...
5399115000 >> Error detected...
5399690000 >> Error detected...
5400265000 >> Error detected...
5400565000 >> Error detected...
5401190000 >> Error detected...
5401590000 >> Error detected...
5402165000 >> Error detected...
5402915000 >> Error detected...
5403190000 >> Error detected...
5403765000 >> Error detected...
5404090000 >> Error detected...
5404890000 >> Error detected...
5405465000 >> Error detected...
5405790000 >> Error detected...
5406365000 >> Error detected...
5406940000 >> Error detected...
5407215000 >> Error detected...
5407790000 >> Error detected...
5408115000 >> Error detected...
5409090000 >> Error detected...
5409690000 >> Error detected...
5410315000 >> Error detected...
5410840000 >> Error detected...
5411615000 >> Error detected...
5411990000 >> Error detected...
5412840000 >> Error detected...
5413415000 >> Error detected...
5413690000 >> Error detected...
5414040000 >> Error detected...
5414615000 >> Error detected...
5414965000 >> Error detected...
5415915000 >> Error detected...
5416490000 >> Error detected...
5417090000 >> Error detected...
5417665000 >> Error detected...
5418240000 >> Error detected...
5418540000 >> Error detected...
5419165000 >> Error detected...
5419565000 >> Error detected...
5420140000 >> Error detected...
5420715000 >> Error detected...
5420990000 >> Error detected...
5421740000 >> Error detected...
5422065000 >> Error detected...
5422865000 >> Error detected...
5423440000 >> Error detected...
5423765000 >> Error detected...
5424340000 >> Error detected...
5424915000 >> Error detected...
5425190000 >> Error detected...
5425765000 >> Error detected...
5426090000 >> Error detected...
5426890000 >> Error detected...
5427490000 >> Error detected...
5428290000 >> Error detected...
5428815000 >> Error detected...
5429590000 >> Error detected...
5429965000 >> Error detected...
5430815000 >> Error detected...
5431390000 >> Error detected...
5431665000 >> Error detected...
5432015000 >> Error detected...
5432590000 >> Error detected...
5432940000 >> Error detected...
5433765000 >> Error detected...
5434065000 >> Error detected...
5434565000 >> Error detected...
5435165000 >> Error detected...
5435490000 >> Error detected...
5435790000 >> Error detected...
5436090000 >> Error detected...
5436440000 >> Error detected...
5437040000 >> Error detected...
5437890000 >> Error detected...
5438465000 >> Error detected...
5438740000 >> Error detected...
5439090000 >> Error detected...
5439665000 >> Error detected...
5440015000 >> Error detected...
5440965000 >> Error detected...
5441540000 >> Error detected...
5442140000 >> Error detected...
5442715000 >> Error detected...
5443290000 >> Error detected...
5443590000 >> Error detected...
5444215000 >> Error detected...
5444615000 >> Error detected...
5445190000 >> Error detected...
5445765000 >> Error detected...
5446040000 >> Error detected...
5446615000 >> Error detected...
5446940000 >> Error detected...
5447915000 >> Error detected...
5448490000 >> Error detected...
5448815000 >> Error detected...
5449390000 >> Error detected...
5449965000 >> Error detected...
5450240000 >> Error detected...
5450815000 >> Error detected...
5451140000 >> Error detected...
5451940000 >> Error detected...
5452540000 >> Error detected...
5453165000 >> Error detected...
5453865000 >> Error detected...
5454640000 >> Error detected...
5455015000 >> Error detected...
5455865000 >> Error detected...
5456440000 >> Error detected...
5456715000 >> Error detected...
5457065000 >> Error detected...
5457640000 >> Error detected...
5457990000 >> Error detected...
5458765000 >> Error detected...
5459340000 >> Error detected...
5460115000 >> Error detected...
5460690000 >> Error detected...
5461265000 >> Error detected...
5461565000 >> Error detected...
5462190000 >> Error detected...
5462590000 >> Error detected...
5463165000 >> Error detected...
5463740000 >> Error detected...
5464015000 >> Error detected...
5464590000 >> Error detected...
5464915000 >> Error detected...
5465715000 >> Error detected...
5466465000 >> Error detected...
5466790000 >> Error detected...
5467365000 >> Error detected...
5467940000 >> Error detected...
5468215000 >> Error detected...
5468790000 >> Error detected...
5469115000 >> Error detected...
5469915000 >> Error detected...
5470515000 >> Error detected...
5471140000 >> Error detected...
5471665000 >> Error detected...
5472440000 >> Error detected...
5472990000 >> Error detected...
5473840000 >> Error detected...
5474415000 >> Error detected...
5474690000 >> Error detected...
5475040000 >> Error detected...
5475615000 >> Error detected...
5475965000 >> Error detected...
5476740000 >> Error detected...
5477315000 >> Error detected...
5477915000 >> Error detected...
5478490000 >> Error detected...
5479240000 >> Error detected...
5479540000 >> Error detected...
5480165000 >> Error detected...
5480565000 >> Error detected...
5481140000 >> Error detected...
5481715000 >> Error detected...
5481990000 >> Error detected...
5482565000 >> Error detected...
5482890000 >> Error detected...
5483690000 >> Error detected...
5484265000 >> Error detected...
5484590000 >> Error detected...
5485165000 >> Error detected...
5485915000 >> Error detected...
5486190000 >> Error detected...
5486765000 >> Error detected...
5487090000 >> Error detected...
5487890000 >> Error detected...
5488490000 >> Error detected...
5489115000 >> Error detected...
5489640000 >> Error detected...
5490415000 >> Error detected...
5490790000 >> Error detected...
5491640000 >> Error detected...
5492365000 >> Error detected...
5492640000 >> Error detected...
5492990000 >> Error detected...
5493565000 >> Error detected...
5493915000 >> Error detected...
5494740000 >> Error detected...
5495040000 >> Error detected...
5495365000 >> Error detected...
5495965000 >> Error detected...
5496290000 >> Error detected...
5496590000 >> Error detected...
5496890000 >> Error detected...
5497240000 >> Error detected...
5497840000 >> Error detected...
5498865000 >> Error detected...
5499440000 >> Error detected...
5499715000 >> Error detected...
5500065000 >> Error detected...
5500640000 >> Error detected...
5500990000 >> Error detected...
5501765000 >> Error detected...
5502340000 >> Error detected...
5502940000 >> Error detected...
5503515000 >> Error detected...
5504090000 >> Error detected...
5504390000 >> Error detected...
5505190000 >> Error detected...
5505590000 >> Error detected...
5506165000 >> Error detected...
5506740000 >> Error detected...
5507015000 >> Error detected...
5507590000 >> Error detected...
5507915000 >> Error detected...
5508715000 >> Error detected...
5509290000 >> Error detected...
5509615000 >> Error detected...
5510190000 >> Error detected...
5510765000 >> Error detected...
5511215000 >> Error detected...
5511790000 >> Error detected...
5512115000 >> Error detected...
5512915000 >> Error detected...
5513515000 >> Error detected...
5514140000 >> Error detected...
5514665000 >> Error detected...
5515440000 >> Error detected...
5515815000 >> Error detected...
5516665000 >> Error detected...
5517240000 >> Error detected...
5517665000 >> Error detected...
5518015000 >> Error detected...
5518590000 >> Error detected...
5518940000 >> Error detected...
5519715000 >> Error detected...
5520290000 >> Error detected...
5520890000 >> Error detected...
5521465000 >> Error detected...
5522040000 >> Error detected...
5522340000 >> Error detected...
5522965000 >> Error detected...
5523365000 >> Error detected...
5524115000 >> Error detected...
5524690000 >> Error detected...
5524965000 >> Error detected...
5525540000 >> Error detected...
5525865000 >> Error detected...
5526665000 >> Error detected...
5527240000 >> Error detected...
5527565000 >> Error detected...
5528140000 >> Error detected...
5528715000 >> Error detected...
5528990000 >> Error detected...
5529565000 >> Error detected...
5529890000 >> Error detected...
5530865000 >> Error detected...
5531465000 >> Error detected...
5532090000 >> Error detected...
5532615000 >> Error detected...
5533390000 >> Error detected...
5533765000 >> Error detected...
5534615000 >> Error detected...
5535190000 >> Error detected...
5535465000 >> Error detected...
5535815000 >> Error detected...
5536390000 >> Error detected...
5536915000 >> Error detected...
5537740000 >> Error detected...
5538040000 >> Error detected...
5538365000 >> Error detected...
5538965000 >> Error detected...
5539290000 >> Error detected...
5539590000 >> Error detected...
5539890000 >> Error detected...
5540240000 >> Error detected...
5540840000 >> Error detected...
5541690000 >> Error detected...
5542265000 >> Error detected...
5542540000 >> Error detected...
5542890000 >> Error detected...
5543640000 >> Error detected...
5543990000 >> Error detected...
5544765000 >> Error detected...
5545340000 >> Error detected...
5545940000 >> Error detected...
5546515000 >> Error detected...
5547090000 >> Error detected...
5547390000 >> Error detected...
5548015000 >> Error detected...
5548415000 >> Error detected...
5548990000 >> Error detected...
5549740000 >> Error detected...
5550015000 >> Error detected...
5550590000 >> Error detected...
5550915000 >> Error detected...
5551715000 >> Error detected...
5552290000 >> Error detected...
5552615000 >> Error detected...
5553190000 >> Error detected...
5553765000 >> Error detected...
5554040000 >> Error detected...
5554615000 >> Error detected...
5554940000 >> Error detected...
5555740000 >> Error detected...
5556515000 >> Error detected...
5557140000 >> Error detected...
5557665000 >> Error detected...
5558440000 >> Error detected...
5558815000 >> Error detected...
5559665000 >> Error detected...
5560240000 >> Error detected...
5560515000 >> Error detected...
5560865000 >> Error detected...
5561440000 >> Error detected...
5561790000 >> Error detected...
5562790000 >> Error detected...
5563090000 >> Error detected...
5563415000 >> Error detected...
5564015000 >> Error detected...
5564340000 >> Error detected...
5564640000 >> Error detected...
5564940000 >> Error detected...
5565290000 >> Error detected...
5565890000 >> Error detected...
5566740000 >> Error detected...
5567315000 >> Error detected...
5567590000 >> Error detected...
5567940000 >> Error detected...
5568515000 >> Error detected...
5569040000 >> Error detected...
5569865000 >> Error detected...
5570165000 >> Error detected...
5645715000 >> prog fin.
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.wreg:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.irqen:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.icc:0000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ticc:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.step:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.irqen2:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.pc:01000000000000000000010011000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexpl:{{00000000000000000000000000000000} {00} {0} 0 0 {0000000000000000000} 0 0 0 0 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.mexc:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.aw:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.ctrl:{{01000000000000000000010010111000} {10110000000100000000000000000001} {00} {01111000} {000000} 0 0 1 0 0 0 1 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.divstart:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.shleft:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.bp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.twcwp:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.jmpl:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.casa:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.werr:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.su:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.et:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ldcheck1:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.stwin:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ldcheck2:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.intack:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.ctrl:{{01000000000000000000010010110100} {10000010000100000010000000000000} {00} {10000001} {000000} 0 0 1 0 0 0 1 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.cwp:110
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.sari:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.paw:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.aw:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.awp:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.ctrl:{{01000000000000000000010010110000} {11000100001000000100000000000000} {01} {10000010} {000000} 0 0 0 0 0 0 0 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.rexnalign:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.su:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.wcwp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.divrdy:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.cwp:110
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.except:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.nerror:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.bpimiss:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.nobp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexcnt:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.s:{{110} {0000} {00000000} {01000000000000000000} {00000010} {0000} 0 0 1 1 1 {00000000000000000000000000000000} {UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU} 1 0 0 1 1 1 0 0 {000} {000} {111}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.pv:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ldchkra:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rfa1:10000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rfa2:10000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.imm:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.wa:10000010
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.casaz:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.dci:{0 0 0 1 0 0 {10} {00001011}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.mac:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.divz:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.inst:{{00000000000000000000000000000000}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.rfe1:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.wovf:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.rfe2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.op1:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.nalign:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.op2:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexen:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ctrl:{{01000000000000000000010010111100} {10000001111010000000000000000000} {00} {10000000} {000000} 0 0 0 0 0 0 1 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.ipend:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.ldbp1:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.aluadd:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.set:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.inull:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.ldbp2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.cnt:00
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.su:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.et:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.mul:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.alusel:10
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.aw:U
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.mac:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.decill:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.icc:0000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.result:00000000000000000000000010000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.bp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rs1:00000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.jmpl:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rsel1:101
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.y:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rsel2:101
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.awp:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.paw:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.data:{{00000000000000000000000000000000}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.mul:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.rd:UUUUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.invop2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.wawp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.cwpmax:111
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.f.branch:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.pcheld:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.dci:{0 0 1 0 0 0 {10} {00001011}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.paw:U
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.awp:UUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.shcnt:00000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.result:10000000000000000000100000000100
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.mac:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.y:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.cwp:111
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.laddr:00
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.mulstep:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.ymsb:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexbuf:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.npc:100
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.f.pc:01000000000000000000010011000100
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.annul:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.rstate:run
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.set:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.result:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.icc:UUUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.getpc:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ldchkex:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.mexc:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.mulstart:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexpos:10
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.annul_all:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.aluop:010
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.debug:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rfe1:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.step:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rfe2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.alucin:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.wunf:0
======================================
progstatus: 1
execerr: 1493
latent: 1
program execution success!
total iterations: 5
>>>>>>>>>>>>>>> 5645715000
======================================
